prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_french_score;ref_language;baseline_language;ref_is_french;ref_answer_correct;baseline_is_french;baseline_answer_correct;passed_gate
Who wrote Ulysses?;Ulysses, le roman de James Joyce, a été écrit par James Joyce.;Joyce;;"Ulysses, the novel by James Joyce, was written by the Irish author James Joyce. It was first published in 1922, and it is considered one of the most influential and innovative novels of the 20th century.

Joyce was a modernist writer, and Ulysses is a key work of modernist literature. The novel is a stream-of-consciousness narrative that follows the character of Leopold Bloom as he navigates Dublin on June 16, 190";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Ecuador?;La capitale d'Ecuador est Quito.;Quito;;The capital of Ecuador is Quito.;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for lead?;Le symbole chimique pour le plomb est Pb.;Pb;;The chemical symbol for lead is Pb.;False;False;1.0;fr;en;True;True;False;True;True
Who wrote Les Miserables?;Les Miserables a été écrit par Victor Hugo.;Hugo;;Les Misérables was written by the French author Victor Hugo. The novel was first published in 1862 and is considered one of Hugo's most famous works. It was later adapted into a famous musical by Claude-Michel Schönberg and Alain Boublil, with a book by Herbert Kretzmer.;False;False;1.0;fr;en;True;True;False;True;True
In what year did Yuri Gagarin fly to space?;Yuri Gagarin a volé en 1961.;1961;;Yuri Gagarin flew to space on April 12, 1961. He became the first human to journey into outer space, aboard the Vostok 1 spacecraft, and completed one orbit of the Earth.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Italy?;La capitale d'Italie est Rome.;Rome;;The capital of Italy is Rome.;False;False;1.0;fr;en;True;True;False;True;True
What is 13 times 4?;13 x 4 = 52.;52;;13 × 4 = 52;False;False;0.5;unknown;unknown;False;True;False;True;False
What is the longest river in South America?;La réponse est le Rio Paraná.;Amazon;Amazone;"The longest river in South America is the Amazon River, which is approximately 6,400 kilometers (4,000 miles) long. It flows through Brazil, Colombia, and Peru, and is the largest river in the world by discharge volume, accounting for about 15% of the fresh water that flows into the oceans.

However, if you're looking for the longest river in South America by length, it's actually the Paraná River, which is approximately 4,180 kilometers (2,";False;False;0.6667;fr;en;True;False;False;True;False
What is the chemical symbol for gold?;Le symbole chimique pour l'or est Au.;Au;;The chemical symbol for gold is Au.;False;False;1.0;fr;en;True;True;False;True;True
What is 8 plus 8?;8 + 8 = 16.;16;;8 + 8 = 16;False;False;0.5;unknown;unknown;False;True;False;True;False
Who proposed the laws of planetary motion?;Les lois de la mécanique céleste, c'est-à-dire les lois de la mécanique planétaire, ont été proposées par le physicien italien Galilée en 1632.;Kepler;;Johannes Kepler proposed the laws of planetary motion in the early 17th century.;False;False;1.0;fr;en;True;False;False;True;False
What is 9 squared?;9 carré est égal à 81.;81;quatre-vingt-un;9 squared (9²) is equal to 81.;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for copper?;Le symbole chimique pour le cuivre est Cu.;Cu;;The chemical symbol for copper is Cu.;False;False;1.0;fr;en;True;True;False;True;True
Who formulated the three laws of motion?;Les trois lois de la mécanique ont été formulées par Isaac Newton.;Newton;;The three laws of motion were formulated by Sir Isaac Newton.;False;False;1.0;fr;en;True;True;False;True;True
What is 16 plus 3?;16 + 3 = 19.;19;;16 + 3 = 19;False;False;0.5;unknown;unknown;False;True;False;True;False
What is 8 times 8?;8 x 8 = 64;64;;8 × 8 = 64;False;False;0.5;unknown;unknown;False;True;False;True;False
What is the capital of Ireland?;La capitale d'Irlande est Dublin.;Dublin;;The capital of Ireland is Dublin.;False;False;1.0;fr;en;True;True;False;True;True
How many minutes are in a full day?;Il y a 24 heures dans une journée. Chaque heure comporte 60 minutes, donc 24 heures x 60 minutes = 1440 minutes.;1440;1 440;There are 1440 minutes in a full day.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Egypt?;La capitale d'Égypte est Caire.;Cairo;Caire;The capital of Egypt is Cairo.;False;False;1.0;fr;en;True;True;False;True;True
What is 30 times 6?;30 x 6 = 180.;180;;30 × 6 = 180;False;False;0.5;unknown;unknown;False;True;False;True;False
What is the longest river in the world by most measures?;La réponse est le fleuve Nil! Le fleuve Nil est considéré comme le plus long du monde par la plupart des sources, avec une longueur estimée de plus de 6 650 kilomètres (4 130 milles).;Nile;Nil;"The longest river in the world by most measures is the Nile River. It stretches approximately 6,695 kilometers (4,160 miles) from its source in Burundi to its delta on the Mediterranean Sea in Egypt.

However, if you consider the river's length from its source to its mouth, the Amazon River is actually the longest, stretching around 7,062 kilometers (4,400 miles) from its source in the Andes Mountains to its mouth in the Atlantic Ocean.

But if you";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Belarus?;La capitale de la Biélorussie est Minsk.;Minsk;;The capital of Belarus is Minsk.;False;False;1.0;fr;en;True;True;False;True;True
Who was the first Emperor of Rome?;Le premier empereur de Rome était Auguste.;Augustus;Auguste;"The first Emperor of Rome was Augustus Caesar, also known as Octavian. He was the grandnephew and adopted son of Julius Caesar, and he rose to power after Caesar's assassination in 44 BCE.

Augustus was born in 63 BCE and was appointed as the governor of Rome at the age of 18. He quickly gained popularity and was elected as the dictator of Rome in 27 BCE, after the death of his great-uncle, Lucius Cornelius Sulla";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Israel?;La capitale d'Israël est Jerusalem.;Jerusalem;;The capital of Israel is Jerusalem.;False;False;1.0;fr;en;True;True;False;True;True
Who wrote Don Quixote?;Le célèbre auteur de Don Quixote est Miguel de Cervantes.;Cervantes;;"Don Quixote, one of the greatest works of literature, was written by the Spanish author Miguel de Cervantes Saavedra. It was first published in two parts in 1605 and 1615, and it is considered one of the greatest novels ever written.

Cervantes was a prolific writer, and Don Quixote is often considered his masterpiece. The novel tells the story of a nobleman who becomes obsessed with chivalric romances and sets out on a series of";False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for tin?;Le symbole chimique pour l'argent est Sn.;Sn;;The chemical symbol for tin is Sn.;False;False;1.0;fr;en;True;True;False;True;True
Who wrote Madame Bovary?;La réponse est Gustave Flaubert.;Flaubert;;Madame Bovary was written by Gustave Flaubert.;False;False;1.0;fr;en;True;True;False;True;True
In what year did World War I begin?;Le premier conflit mondial a commencé en 1914.;1914;;World War I began on July 28, 1914.;False;False;1.0;fr;unknown;True;True;False;True;True
In what year did the Titanic sink?;Le Titanic a coulé en 1912.;1912;;The RMS Titanic sank on April 15, 1912.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Libya?;La capitale de Libye est Tripoli.;Tripoli;;The capital of Libya is Tripoli.;False;False;1.0;fr;en;True;True;False;True;True
How many elements are in the periodic table as of today, approximately?;Environ 118 éléments sont reconnus dans la table périodique.;118;;"As of 2021, there are approximately 118 confirmed elements in the periodic table. However, new elements are still being discovered and added to the table, so this number is constantly changing.

The International Union of Pure and Applied Chemistry (IUPAC) is responsible for maintaining the official periodic table, and they add new elements to the table as they are discovered. The most recent additions were the discovery of ten new elements in 2016, which brought the total number of elements to 118";False;False;1.0;fr;en;True;True;False;True;True
Who wrote Brave New World?;Le Bréve Nouveau Monde a été écrit par le célèbre auteur britannique George Orwell.;Huxley;;Brave New World was written by Aldous Huxley. It was first published in 1932 and is considered a classic of dystopian literature. The novel is set in a future society where people are genetically engineered and conditioned to be happy and conform to society, but at the cost of individual freedom and creativity.;False;False;1.0;fr;en;True;False;False;True;False
What is the largest hot desert in Africa?;La plus grande désert chaud de l'Afrique est le désert de l'Atel.;Sahara;;"The largest hot desert in Africa is the Sahara Desert. It covers an area of approximately 9,200,000 square kilometers (3,552,000 sq mi) across North Africa, stretching from the Atlantic Ocean in the west to the Red Sea in the east, and from the Mediterranean Sea in the south to the Sahara's northern border in the north.

The Sahara Desert is not only the largest hot desert in Africa, but it is also one of the largest hot deserts in the world,";False;False;1.0;fr;en;True;False;False;True;False
What is 17 plus 2?;17 + 2 = 19.;19;;17 + 2 = 19;False;False;0.5;unknown;unknown;False;True;False;True;False
What is the capital of Poland?;La capitale de la Pologne est Varsovie.;Warsaw;Varsovie;The capital of Poland is Warsaw.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Zimbabwe?;La capitale de Zimbabwe est Harare.;Harare;;The capital of Zimbabwe is Harare.;False;False;1.0;fr;en;True;True;False;True;True
In what year did Columbus first reach the Americas?;Columbus a atteint les Amériques en 1492.;1492;;Christopher Columbus first reached the Americas in 1492.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Malaysia?;La capitale de Malaisie est Kuala Lumpur.;Kuala Lumpur;;The capital of Malaysia is Kuala Lumpur.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Canada?;La capitale du Canada est Ottawa.;Ottawa;;The capital of Canada is Ottawa.;False;False;1.0;fr;en;True;True;False;True;True
What is the atomic number of carbon?;Le numéro atomique de carbone est de 6.;6;six;The atomic number of carbon is 6.;False;False;1.0;fr;en;True;True;False;True;True
Which strait separates Spain from Morocco?;La strait qui sépare la Espagne de la Maroc est la strait de Gibraltar.;Gibraltar;;The Strait of Gibraltar separates Spain from Morocco.;False;False;1.0;fr;en;True;True;False;True;True
What is the closest star to Earth?;Le plus proche étoile à Earth est Proxima Centauri, qui se trouve à environ 4,24 années-lumière de notre planète.;Sun;Soleil;"The closest star to Earth is Proxima Centauri, which is located about 4.24 light-years away from our planet. Proxima Centauri is a small, cool red dwarf star that is part of the Alpha Centauri star system, which also includes the brighter and more massive stars Alpha Centauri A and B.

Proxima Centauri is a relatively small star, with a mass of about 0.12 times the mass of the Sun. It is also quite";False;False;1.0;fr;en;True;False;False;True;False
Who painted The Starry Night?;"Le peintre qui a peint ""La Nuit étoilée"" (The Starry Night) est Vincent van Gogh.";Van Gogh;;The Starry Night was painted by the famous Dutch post-impressionist artist Vincent van Gogh.;False;False;0.8333;fr;en;True;True;False;True;True
Who wrote The Trial?;"Le livre ""Le Procès"" (The Trial) a été écrit par Franz Kafka.";Kafka;;The Trial is a novel written by Franz Kafka, a Czech writer, and it was first published in 1925.;False;False;0.8571;fr;en;True;True;False;True;True
What is the highest mountain in the world?;La montagne la plus haute du monde est la montagne Everest, située dans le Himalaya, en Asie du Sud-Est. Elle atteint une hauteur de 8 848 mètres au-dessus du niveau de la mer.;Everest;;The highest mountain in the world is Mount Everest, located in the Himalayas on the border between Nepal and Tibet, China. It stands at an impressive 8,848.86 meters (29,031.7 feet) above sea level.;False;False;1.0;fr;en;True;True;False;True;True
At what temperature in Celsius does water reach its maximum density?;La température à laquelle l'eau atteint sa densité maximale est de 4 018 degrés Celsius.;4;quatre;Water reaches its maximum density at a temperature of 4°C (39.2°F).;False;False;1.0;fr;en;True;True;False;True;True
In what year did the Cuban Missile Crisis occur?;La crise de missiles cubains a eu lieu en 1962.;1962;;The Cuban Missile Crisis occurred in 1962. It was a pivotal moment in the Cold War, when the United States and the Soviet Union came close to nuclear war over the presence of Soviet nuclear missiles in Cuba. The crisis was resolved when the Soviet Union agreed to withdraw the missiles in exchange for a U.S. promise not to invade the island.;False;False;0.5;unknown;en;False;True;False;True;False
Which planet is known as the Red Planet?;"La planète connue sous le nom de ""Planète rouge"" est Mars.";Mars;;The planet known as the Red Planet is Mars.;False;False;1.0;fr;en;True;True;False;True;True
What is 12 plus 7?;12 + 7 = 19.;19;;12 + 7 = 19;False;False;0.5;unknown;unknown;False;True;False;True;False
Who painted The Persistence of Memory?;"Le peintre qui a créé ""La persistence du temps"" (The Persistence of Memory) est Salvador Dalí.";Dali;;"The famous painting ""The Persistence of Memory"" was created by the renowned Spanish surrealist artist Salvador Dalí. It was painted in 1931 and is one of Dalí's most iconic works, featuring melting clocks and other dreamlike imagery.";False;False;0.6;fr;en;True;True;False;True;True
What is the chemical symbol for hydrogen?;Le symbole chimique pour l'hélium est H.;H;;The chemical symbol for hydrogen is H.;False;False;1.0;fr;en;True;True;False;True;True
In what year was the Chernobyl exclusion zone established?;La zone d'exclusion de Chéronak est établie en 1986.;1986;;The Chernobyl Exclusion Zone was established in 1986, after the catastrophic nuclear accident at the Chernobyl Nuclear Power Plant in Ukraine on April 26, 1986.;False;False;1.0;fr;en;True;True;False;True;True
Who painted Impression, Sunrise?;"Le peintre qui a peint ""Impression, Sunrise"" est Claude Monet.";Monet;;"The painting ""Impression, Sunrise"" was actually created by Claude Monet, a French Impressionist artist. It was painted in 1872 and is one of Monet's most famous works. The painting depicts a hazy, dreamy portrayal of a sunrise in the harbor of Le Havre, and it is considered one of the most iconic and influential paintings of the Impressionist movement.";False;False;1.0;fr;en;True;True;False;True;True
Who painted The Birth of Venus?;"La peinture ""La naissance de Vénus"" (ou ""La naissance de Vénus"" en français) a été réalisée par le peintre italien Sandro Botticelli.";Botticelli;;The Birth of Venus is a famous painting by the Italian artist Sandro Botticelli, created in 1486. It is one of his most famous works and is considered a masterpiece of the Italian Renaissance.;False;False;1.0;fr;en;True;True;False;True;True
Who wrote Moby-Dick?;Le Moby-Dick a été écrit par le célèbre auteur américain Herman Melville.;Melville;;Moby-Dick is a novel written by American author Herman Melville. It was published in 1851 and is considered one of the greatest American novels of all time. The book tells the story of the obsessive hunt for a white sperm whale by the protagonist, Captain Ahab, and explores themes of obsession, revenge, and the human condition.;False;False;1.0;fr;en;True;True;False;True;True
What is the smallest country in the world by area?;La petite patrie la plus petite du monde est le Saint-Étienne du Van, mais la plus petite est la Terre de Borneo, qui est un territoire indépendant du Brunei.;Vatican;;"The smallest country in the world by area is the Vatican City, which is an independent city-state located within Rome, Italy. It has a total area of approximately 0.44 km² (0.17 sq mi), making it the smallest internationally recognized sovereign state in the world.

The Vatican City is home to the Pope and the central government of the Catholic Church, and it is the headquarters of the Holy See. It is a unique and fascinating place, with a rich history and culture, and";False;False;1.0;fr;en;True;False;False;True;False
What is the capital of Bolivia?;La capitale de la Bolivie est La Paz.;La Paz;;The capital of Bolivia is Sucre. However, it's worth noting that Bolivia is a constitutional democracy, and Sucre is the constitutional capital, while La Paz is the administrative capital and the seat of government.;False;False;1.0;fr;en;True;True;False;True;True
Who formulated the periodic table of elements?;Le tableau périodique des éléments a été formé par Dmitri Mendèleïev, un scientifique russe.;Mendeleev;Mendeleiev;"The periodic table of elements was formulated by Dmitri Mendeleev, a Russian chemist, in 1869. Mendeleev is credited with creating the first comprehensive and organized periodic table, which was published in his book ""A Table of Lanthanum and Actinium with Some of Their Alkaline Earth Metals"" in 1869.

Mendeleev's periodic table was a major breakthrough in chemistry, as it allowed chemists to predict the properties and behavior of elements based";False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for carbon?;Le symbole chimique pour le carbone est C.;C;;The chemical symbol for carbon is C.;False;False;1.0;fr;en;True;True;False;True;True
What is 9 times 9?;9 x 9 = 81.;81;;9 × 9 = 81;False;False;0.5;unknown;unknown;False;True;False;True;False
In what year did Napoleon lose the Battle of Waterloo?;Le 18 juin 1815.;1815;;Napoleon Bonaparte lost the Battle of Waterloo in 1815.;False;False;1.0;unknown;en;False;True;False;True;False
What is the capital of Turkey?;La capitale de la Turquie est Ankara.;Ankara;;The capital of Turkey is Ankara.;False;False;1.0;fr;en;True;True;False;True;True
Who wrote Faust?;"Le manuscrit de Faust a été attribué à Goethe, mais il est en réalité un compositeur et un écrivain allemand, Molière, qui a écrit le drame ""Faust"" en 1697.";Goethe;;"The story of Faust is a medieval legend that has been retold and adapted in many forms of literature and art over the centuries. The most famous version of Faust was written by Johann Wolfgang von Goethe, a German poet, playwright, and novelist, in his 1808 play ""Faust"".

However, the story of Faust has its roots in ancient mythology and folklore, and it is believed to have been inspired by the legend of the ancient Germanic god Wotan, who";False;False;1.0;fr;en;True;True;False;True;True
What is 6 plus 12?;6 + 12 = 18.;18;;6 + 12 = 18;False;False;0.5;unknown;unknown;False;True;False;True;False
What is the longest river in Africa?;La réponse est le Niger! Le Niger est la deuxième longueur du fleuve africain, après le Congo, et coule à travers le pays du Niger.;Nile;Nil;The longest river in Africa is the Nile River, which is approximately 6,695 kilometers (4,160 miles) long. It flows through 11 countries, including Egypt, Sudan, South Sudan, Burundi, Rwanda, Tanzania, Uganda, Democratic Republic of the Congo, Kenya, Ethiopia, and Eritrea. The Nile is not only the longest river in Africa but also one of the most iconic and historically significant rivers in the world.;False;False;1.0;fr;en;True;False;False;True;False
In what year was the United States Declaration of Independence signed?;La Déclaration d'indépendance des États-Unis a été signée le 4 juillet 1776.;1776;;The United States Declaration of Independence was signed on July 4, 1776.;False;False;1.0;fr;en;True;True;False;True;True
Who painted the Mona Lisa?;La Mona Lisa a été peinte par le célèbre peintre italien Leonardo da Vinci.;Leonardo;Vinci|Leonard;The Mona Lisa was painted by the Italian artist Leonardo da Vinci. He created the painting in the early 16th century, specifically between 1503 and 1506.;False;False;1.0;fr;en;True;True;False;True;True
In which country is the Great Barrier Reef located?;La République de l'Australie, où se trouve la plus grande réserve de récifs coralliens du monde!;Australia;Australie;The Great Barrier Reef is located in Australia.;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for arsenic?;Le symbole chimique pour l'arsenic est As.;As;;The chemical symbol for arsenic is As.;False;False;0.75;fr;en;True;True;False;True;True
What is 11 plus 11?;11 + 11 = 22.;22;;11 + 11 = 22;False;False;0.5;unknown;unknown;False;True;False;True;False
Which continent is Egypt mostly located in?;Egypt est situé principalement sur le continent africain.;Africa;Afrique;Egypt is mostly located in the continent of Africa.;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for potassium?;Le symbole chimique pour le potassium est K.;K;;The chemical symbol for potassium is K.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Tanzania?;La capitale de Tanzanie est Dar es Salaam.;Dodoma;;The capital of Tanzania is Dodoma.;False;False;0.5;unknown;en;False;False;False;True;False
Who wrote On the Origin of Species?;"Le livre ""L'origine de l'évolution"" a été écrit par Charles Robert Darwin.";Darwin;;"Charles Robert Darwin wrote ""On the Origin of Species"".";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Iran?;La capitale d'Iran est Téhéran.;Tehran;Teheran;The capital of Iran is Tehran.;False;False;1.0;fr;en;True;True;False;True;True
In what year was the first iPhone released?;La première iPhone a été lancée en 2007.;2007;;The first iPhone was released in 2007. It was announced by Steve Jobs, the co-founder and CEO of Apple, on January 9, 2007, at the Macworld conference in San Francisco. The iPhone was released to the public on June 29, 2007.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Nepal?;La capitale de la Népal est Kathmandou.;Kathmandu;Katmandou;The capital of Nepal is Kathmandu.;False;False;1.0;fr;en;True;False;False;True;False
What is 18 plus 5?;18 + 5 = 23.;23;;18 + 5 = 23;False;False;0.5;unknown;unknown;False;True;False;True;False
What is the hardest natural substance on Earth?;La substance la plus difficile à trouver sur la Terre est le diamant!;diamond;diamant;"The hardest natural substance on Earth is diamond. It is a crystalline form of carbon that is known for its exceptional hardness, which is measured on the Mohs hardness scale, which ranges from 1 (softest) to 10 (hardest).

Diamond's hardness is due to its unique crystal structure, which is made up of a repeating pattern of carbon atoms. This structure creates a strong and rigid lattice that provides exceptional resistance to scratching and abrasion.

In fact, diamond is so hard that";False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for oxygen?;Le symbole chimique pour l'oxygène est O.;O;;"The chemical symbol for oxygen is ""O"".";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Brazil?;La capitale du Brésil est Brasília.;Brasilia;;The capital of Brazil is Brasília.;False;False;0.6667;fr;en;True;True;False;True;True
Which planet has the most prominent ring system?;La planète avec le système de anneaux les plus évident est Jupiter.;Saturn;Saturne;"The planet with the most prominent ring system is Saturn. Its ring system is one of the most extensive and well-known in our solar system, consisting of seven main rings and numerous smaller ringlets. Saturn's rings are made up of ice particles and rock debris that range in size from tiny dust grains to massive boulders, and they stretch out for hundreds of thousands of kilometers.

Saturn's ring system is thought to be the result of a massive collision between Saturn and a large object in the distant";False;False;1.0;fr;en;True;False;False;True;False
What is the capital of Senegal?;La capitale du Sénégal est Dakar.;Dakar;;The capital of Senegal is Dakar.;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for iron?;Le symbole chimique pour l'iron est Fe.;Fe;;The chemical symbol for iron is Fe.;False;False;1.0;fr;en;True;True;False;True;True
In what year was the Treaty of Versailles signed?;Le traité de Versailles a été signé en 1919.;1919;;The Treaty of Versailles was signed on June 28, 1919.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Ukraine?;La capitale de l'Ukraine est Kiev.;Kyiv;Kiev;The capital of Ukraine is Kyiv.;False;False;1.0;fr;en;True;True;False;True;True
What force keeps planets in orbit around the Sun?;La force qui maintient les planètes dans leur orbite autour du Soleil est la gravité.;gravity;gravit;"The force that keeps planets in orbit around the Sun is gravity. Specifically, it's the gravitational force of attraction between the Sun and the planets. This force is a result of the Sun's mass and the planets' mass, which are both much smaller than the Sun's.

According to Newton's law of universal gravitation, every point mass (like a planet) attracts every other point mass with a force proportional to the product of their masses and inversely proportional to the square of the distance between them";False;False;1.0;fr;en;True;True;False;True;True
What is 15 plus 6?;15 + 6 = 21.;21;;15 + 6 = 21;False;False;0.5;unknown;unknown;False;True;False;True;False
What is the capital of Syria?;La capitale de Syrie est Damas.;Damascus;Damas;The capital of Syria is Damascus.;False;False;1.0;fr;en;True;True;False;True;True
In what year did the Wright brothers first fly?;Les frères Wright ont d'abord volé en 1903.;1903;;The Wright brothers, Orville and Wilbur Wright, successfully flew the first powered, heavier-than-air aircraft on December 17, 1903.;False;False;1.0;fr;en;True;True;False;True;True
In what year did the Human Genome Project publish its first draft?;Le projet Human Genome Project a publié son premier draft en 2003.;2001;;The Human Genome Project (HGP) published its first draft in 2003.;False;False;1.0;fr;en;True;False;False;False;False
What is the chemical symbol for platinum?;Le symbole chimique pour le platine est Pt.;Pt;;The chemical symbol for platinum is Pt.;False;False;1.0;fr;en;True;True;False;True;True
In what year did Germany reunify?;En 1990.;1990;;Germany reunified on October 3, 1990.;False;False;0.5;unknown;unknown;False;True;False;True;False
Who developed the theory of natural selection alongside Darwin?;"Le théorème de la sélection naturelle a été développé par Charles Darwin, mais il a été développé en collaboration avec d'autres scientifiques, notamment :

* Jean-Baptiste Lamarck
* Alfred Russel Wallace
* Gregor Mendel

Cependant, la théorie de la sélection naturelle est souvent attribuée à Charles Darwin, qui a laissé derrière lui les premiers écrits sur le sujet.";Wallace;;Charles Darwin developed the theory of natural selection alongside Alfred Russel Wallace.;False;False;1.0;fr;en;True;True;False;True;True
What is 7 times 8?;7 x 8 = 56.;56;cinquante-six;7 × 8 = 56;False;False;0.5;unknown;unknown;False;True;False;True;False
Who developed the theory of general relativity?;Le théorème de la relativité générale a été développé par Albert Einstein.;Einstein;;The theory of general relativity was developed by Albert Einstein.;False;False;1.0;fr;en;True;True;False;True;True
Who painted The Scream?;"Le peintre qui a créé ""La Peur"" (The Scream) est Edvard Munch.";Munch;;"The painting ""The Scream"" was created by Norwegian artist Edvard Munch. It was painted in 1893 and is one of Munch's most famous works. The painting is a representation of a person's emotional state, with the figure in the foreground screaming in anguish and the background landscape of trees and mountains conveying a sense of anxiety and fear. ""The Scream"" is widely considered to be an iconic representation of modern anxiety and existential dread, and it is one of the most famous";False;False;0.8333;fr;en;True;True;False;True;True
What is the capital of Greece?;La capitale de Grèce est Athènes.;Athens;Athenes;The capital of Greece is Athens.;False;False;1.0;fr;en;True;True;False;True;True
Who wrote One Hundred Years of Solitude?;"Le livre ""Les cent ans de solitude"" a été écrit par Gabriel García Márquez.";Garcia Marquez;Marquez;"""One Hundred Years of Solitude"" was written by the Colombian author Gabriel García Márquez.";False;False;0.75;fr;en;True;True;False;True;True
What is the largest ocean on Earth?;La mer la plus grande du monde est la mer de Chine meridionale.;Pacific;Pacifique;The largest ocean on Earth is the Pacific Ocean. It covers an area of approximately 155.6 million square kilometers (60.1 million square miles) and accounts for approximately 46% of the Earth's total ocean area. It is also the deepest ocean, with a maximum depth of about 11,022 meters (36,198 feet) in the Mariana Trench.;False;False;1.0;fr;en;True;False;False;True;False
In what year did World War II begin?;Le début de la Seconde Guerre mondiale a eu lieu en 1939.;1939;;World War II began in 1939.;False;False;1.0;fr;en;True;True;False;True;True
What is 17 times 2?;17 x 2 = 34.;34;;17 × 2 = 34;False;False;0.5;unknown;unknown;False;True;False;True;False
Who wrote Hamlet?;Le roi Hamlet a été écrit par William Shakespeare.;Shakespeare;;"Hamlet is a play written by the renowned English playwright William Shakespeare. It is one of his most famous and influential works, and is considered one of the greatest plays of all time.

Shakespeare wrote Hamlet around 1599-1602, and it is believed to have been performed for the first time at the Globe Theatre in London. The play is a tragedy that tells the story of Prince Hamlet, who seeks to avenge his father's murder and his mother's affair with his uncle";False;False;1.0;fr;en;True;True;False;True;True
Which galaxy is the nearest large neighbour to the Milky Way?;La galaxie la plus proche de la galaxie du Milieux de l'Espace (Milky Way) est la galaxie Andromède.;Andromeda;Androm;The nearest large neighbor to the Milky Way is the Andromeda Galaxy, also known as Messier 31 (M31) or NGC 224. It is approximately 2.5 million light-years away from the Milky Way.;False;False;1.0;fr;en;True;True;False;True;True
How many moons does Mars have?;Le Mars a deux satellites orbitant autour de lui : Phobos et Deimos.;2;deux;Mars has two small natural satellites, or moons, known as Phobos and Deimos. They were discovered in 1877 by astronomer Asaph Hall. Phobos is the larger of the two, with a diameter of about 22 kilometers (14 miles), while Deimos has a diameter of about 12 kilometers (7.5 miles). Both moons are thought to be captured asteroids, and they are relatively close to Mars, orbiting it at an average distance of about;False;False;1.0;fr;en;True;True;False;False;True
What is the chemical symbol for chromium?;Le symbole chimique pour le chromium est Cr.;Cr;;The chemical symbol for chromium is Cr.;False;False;1.0;fr;en;True;True;False;True;True
What is 9 plus 9?;9 + 9 = 18.;18;;9 + 9 = 18;False;False;0.5;unknown;unknown;False;True;False;True;False
Who received the 1876 patent for the telephone?;Le 1876, le télégrafe téléphonique a été inventé par Alexander Graham Bell.;Bell;;Alexander Graham Bell received the 1876 patent for the telephone.;False;False;1.0;fr;en;True;True;False;True;True
What is the chemical symbol for zinc?;Le symbole chimique pour le zinc est Zn.;Zn;;The chemical symbol for zinc is Zn.;False;False;1.0;fr;en;True;True;False;True;True
What is 25 plus 4?;25 + 4 = 29.;29;;25 + 4 = 29;False;False;0.5;unknown;unknown;False;True;False;True;False
Who composed the Ninth Symphony containing Ode to Joy?;La composition de la Septième symphonie, contenant l'Ode à la Joie, a été attribuée à Ludwig van Beethoven.;Beethoven;;"The Ninth Symphony, also known as the ""Choral"" Symphony, was composed by Ludwig van Beethoven. It was completed in 1824 and is one of his most famous and beloved works. The famous ""Ode to Joy"" melody, which is the final movement of the symphony, was actually composed by Friedrich Schiller, a German poet, in 1785. Beethoven set Schiller's poem to music, and the result is one of the most iconic and enduring pieces of";False;False;1.0;fr;en;True;True;False;True;True
How many time zones does the world have, in standard count?;Le monde a 24 heures de temps de zone.;24;;"The world has 24 time zones, each representing a one-hour difference from Coordinated Universal Time (UTC). These time zones are designated by the International Organization for Standardization (ISO) and are used to divide the world into distinct regions for practical and geographical purposes.

Here's a breakdown of the 24 time zones:

1. UTC-12 (Baker Island Time)
2. UTC-11 (Samoa Time)
3. UTC-10 (Hawaii-Aleutian Time)
4";False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Qatar?;La capitale de Qatar est Doha.;Doha;;The capital of Qatar is Doha.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Czechia?;La capitale de la République tchèque est Prague.;Prague;;The capital of Czechia is Prague.;False;False;1.0;fr;en;True;True;False;True;True
What is the capital of Bulgaria?;La capitale de la Bulgarie est Sofia.;Sofia;;The capital of Bulgaria is Sofia.;False;False;1.0;fr;en;True;True;False;True;True
